cn,vi
其給賜田土陂池桑洲遵如明例侯勘給定界碣方得耕,"Kì cấp tứ điền thổ pha trì tang châu tuân như minh lệ, hầu khám, cấp định giới kiệt phương đắc canh.."
作若未經勘實未定界碣不可奪穫禾榖,"tác Nhược vị kinh khám thực, vị định giới kiệt, bất khả đoạt hoạch hoà cốc."
并容受奸人出入妄抑民間田土濫取過多致小民失業,"Tính dung thụ gian nhân, xuất nhập vọng ức dân gian, điền thổ lạm thủ quá đa, trí tiểu dân thất nghiệp."
并宜教訓子孫戒飭奴婢使曉之禮法不可恃勢驕驁敺打細民走馬街衢践傷人命及遏截道路等處奪取民財,"Tính nghi giáo huấn tử tôn, giới sức nô tì sử hiểu chi lễ pháp, bất khả thị thế kiêu ngạo, khu đả tế dân, tẩu mã nhai cù tiễn thương nhân mệnh cập át tiệt đạo lộ đẳng xứ, đoạt thủ dân tài."
違者許被害及見知人投告科󰱑憲司府縣州官具奏送刑部治罪,"Vi giả hứa bị hại cập kiến tri nhân đầu cáo khoa đài, hiến ti, phủ, huyện, châu quan cụ tấu tống Hình bộ trị tội."
若科󰱑憲司府縣州官畏避權勢不肯之鋰許本人詣闕奏聞科󰱑憲司等弌體治罪,"Nhược khoa đài, hiến ti, phủ, huyện, châu quan uý tị quyền thế, bất khẳng chi lí, hứa bản nhân nghệ khuyết tấu văn khoa đài, hiến ti, đẳng nhất thể trị tội."
一肉外各衙門等官宜正身率,"Nhất nhục ngoại các nha môn đẳng quan, nghi chính thân suất,.."
厲恪勤厥職在公不可徇欲恣情󰱏迷酒色妄使所属媒引妓妾要素酒殽流運酣欲以致怠棄公務敗傷風化,"lệ khác cần quyết chức tại công, bất khả tuẫn dục tư tình, đam mê tửu sắc, vọng sử sở thuộc, mối dẫn kĩ thiếp, yếu tố tửu hào, lưu vận hàm dục, dĩ trí đãi khí công vụ, bại thương phong hoá."
為者如律治罪,Vi giả như luật trị tội.
一吏部宜恪守公平銓衡人物慎惜名噐澄清仕途,"Nhất Lại bộ nghi khác thủ công bình, thuyên hành nhân vật, thận tích danh khí đăng thanh sĩ đồ."
如引選則每遭四十人吏部先移咨各衙門端供應銓除者姓名公同科󰱑引選具奏取旨銓除,"Như dẫn tuyển tắc mỗi tao tứ thập nhân, Lại bộ tiên di tư các nha môn, đoan cung ứng thuyên trừ giả tính danh, công đồng khoa đài dẫn tuyển, cụ tấu, thủ chỉ thuyên trừ."
年深及塲多者先銓除年浅及塲少者後銓除有軍功者則遵如洪德賞功,"Niên thâm cập trường đa giả tiên thuyên trừ, niên thiển cập trường thiểu giả hậu thuyên trừ, hữu quân công giả tắc tuân như Hồng Đức thưởng công."
令銓除疾劣瘦弱者除雜流散官,"Lệnh thuyên trừ tật liệt sấu nhược giả trừ tạp lưu, tản quan."
敢有賄賂殉私,Cảm hữu hối lộ tuẫn tư..
銓選失序許都󰱑檢奏如律罪之,"thuyên tuyển thất tự, hứa đô đài kiểm tấu như luật tội chi."
都󰱑不䏻檢奏一體治罪,Đô đài bất năng kiểm tấu nhất thể trị tội.
一監生儒生生徒每至朔望各具衣巾點目如法,"Nhất giám sinh, nho sinh, sinh đồ, mỗi chí sóc vọng các cụ y cân điểm mục như pháp."
遵守𭓇䂓習肄課業期於成材以資國用,"Tuân thủ học quy, tập dị khoá nghiệp, kì ư thành tài dĩ tư quốc dụng."
敢有僥倖奔競遊戲道途󰲝弛𭓇業一遭欠點罸中紙一百四十張二遭欠點罸中紙二百張三遭欠點答四十下四遭欠點者檢奏刑部勘問一年欠者󰁮奏充軍,"Cảm hữu nhiêu hạnh, bôn cạnh du hí đạo đồ, phế thỉ học nghiệp, nhất tao khiếm điểm phạt trung chỉ nhất bách tứ thập trương, nhị tao khiếm điểm phạt trung chỉ nhị bách trương, tam tao khiếm điểm đáp tứ thập hạ, tứ tao khiếm điểm giả kiểm tấu Hình bộ khám vấn, nhất niên khiếm giả cử tấu sung quân."
一鄕試提調監試監考考試巡綽等官及社長宜體朝廷德意務秉公心期得實材,"Nhất Hương thí, đề điệu giám thí, giám khảo, khảo thí, tuần xước, đẳng quan cập xã trưởng nghi thể triều đình đức ý, vụ bỉnh công tâm kì đắc thực tài.."
為國家用,vi quốc gia dụng.
社長脩簿供結士人要得實學不限人數多少送本縣州官考暗寫一塲府官考經義三道承憲官公同考試如例,"Xã trưởng tu bạ cung kết sĩ nhân, yếu đắc thực học, bất hạn nhân sổ đa thiểu, tống bản huyện châu quan, khảo ám tả, nhất trường phủ quan khảo kinh nghĩa tam đạo, Thừa hiến quan công đồng khảo thí như lệ."
事畢即日類取中三塲干人中四塲干人作簿公同差考試官署字以防奸詐,"Sự tất, tức nhật loại thủ trúng tam trường can nhân, trúng tứ trường can nhân, tác bạ công đồng sai khảo thí quan thự tự dĩ phòng gian trá."
期三箇日提調監試等官具本奏聞停憲司審覈,"Kì tam cá nhật, đề điệu giám thí đẳng quan cụ bản tấu văn đình Hiến ti thẩm hạch."
敢有徇私䂓財市恩挟怨聽從權勢貢舉非人及具本遲緩者許科󰱑󰁮奏治罪,"Cảm hữu tuẫn tư quy tài, thị ân hiệp oán, thính tòng quyền thế, cống cử phi nhân, cập cụ bản trì hoãn giả hứa khoa đài cử tấu trị tội."
一端慶時多有奸人出入扶軫華陵惡黨之家或者稱親人或求,"Nhất Đoan Khánh thời, đa hữu gian nhân xuất nhập Phù Chẩn, Hoa Lăng ác đảng chi gia, hoặc giả xưng thân nhân, hoặc cầu.."
買帖子侵占民田土奪取民才貨敺打良民挑謔婦女亦有停止奸人分財入己恃勢凌櫟為害愈滋今惡黨𨿽已伏辜而前項奸人猶狃故熊肆行㓙惡攪擾細民者德被害人并坊社村長押引正身投告承憲府縣州官具本如律治罪若承憲府縣州官畏避不肯為理許被害人詣闕奏聞一體送刑部治罪五月初五日上御敬天殿鴻臚傳唱進士黄義富等名百官朝服慶賀奉頒恩命禮部捧,"mãi thiếp tử, xâm chiếm dân điền thổ, đoạt thủ dân tài hoá, khu đả lương dân, khiêu hước phụ nữ, diệc hữu đình chỉ gian nhân phân tài nhập kỷ, thị thế lăng lịch vi hại dũ tư Kim ác đảng tuy dĩ phục cô nhi tiền hạng gian nhân do nữu cố hùng tứ hành hung ác giảo nhiễu tế dân giả đức bị hại nhân tính phường xã thôn trưởng áp dẫn chính thân đầu cáo thừa hiến phủ huyện châu quan cụ bản như luật trị tội Nhược thừa hiến phủ huyện châu quan uý tị bất khẳng vi lí hứa bị hại nhân nghệ khuyết tấu văn nhất thể tống hình bộ trị tội Ngũ nguyệt sơ ngũ nhật thượng ngự Kính Thiên điện hồng lô truyền xướng tiến sĩ Hoàng Nghĩa Phú đẳng danh bách quan triều phục khánh hạ phụng ban ân mệnh Lễ bộ bổng.."
黄榜揭張于太𭓇門外,hoàng bảng yết trương vu Thái học môn ngoại.
仍賜以衣服官󰅾并宴筵,"Nhưng tứ dĩ y phục, quan đái tính yến diên."
加諒國公黎輔左平章軍國重事入内檢校上相太尉義國公阮聞郎開府儀同三司,"Gia Lượng Quốc công Lê Phụ Tả bình chương quân quốc trọng sự, Nhập nội kiểm hiệu, thượng tướng thái uý Nghĩa quốc công Nguyễn Văn Lang khai phủ nghi đồng tam ti."
平章軍國重事輔國承相上宰太傅威國公阮伯麟工部尚書掌部事知顯福殿譚慎徽吏部尚書知昭文舘秀林局黎賛襄工部有侍郎,"Bình chương quân quốc trọng sự, Phụ quốc thừa tướng, thượng tể thái phó; Uy quốc công Nguyễn Bá Lân Công bộ thượng thư chưởng bộ sự, tri Hiển Phúc điện; Đàm Thận Huy Lại bộ thượng thư tri Chiêu Văn quán Tú lâm cục; Lê Tán Tương Công bộ hữu thị lang."
冬十一月十一日不拨縣光被人陳珣作亂於山西地六珣乃前吏書陳瑾之孫,"Đông, thập nhất nguyệt, thập nhất nhật, Bất Bạt huyện, Quang Bị nhân Trần Tuân tác loạn ư Sơn Tây địa lục [Tuân nãi tiền Lại thư Trần Cẩn chi tôn ]."
部尚是時京城庯舍,"bộ thượng Thị thời, Kinh Thành phố xá.."
人民騷動俱將妻子回于本貫街衢道路絶無人行,"nhân dân tao động, cụ tương thê tử hồi vu bản quán, nhai cù đạo lộ tuyệt vô nhân hành."
帝命户部右侍郎黎挺之同科󰱑等官勘庯舍市肆某人由在本家某人妻子已回本貫令加禁止法重嚴謹難於舉動手足,"Đế mệnh Hộ bộ hữu thị lang Lê Đĩnh Chi, đồng khoa đài đẳng quan khám phố xá, thị tứ, mỗ nhân do tại bản gia, mỗ nhân thê tử dĩ hồi bản quán, lệnh gia cấm chỉ pháp trọng nghiêm cẩn, nan ư cử động thủ túc."
或某妻子已回家多以他人詐為妻子以候差官驗實,"Hoặc mỗ thê tử dĩ hồi gia đa, dĩ tha nhân trá vi thê tử dĩ hầu sai quan nghiệm thực."
至是命舍人往大臣家文臣家觀其虚實見黎挺之阮宗鷟阮履光并翰林檢討吳綏監察御史陳頊等五人妻子並回本貫,"Chí thị, mệnh xá nhân vãng đại thần gia, văn thần gia quan kì hư thực, kiến Lê Đĩnh Chi, Nguyễn Tông Thốc, Nguyễn Lí Quang tịnh Hàn lâm kiểm thảo Ngô Tuy, Giám sát ngự sử Trần Húc đẳng ngũ nhân thê tử tịnh hồi bản quán."
帝命殺挺之等于東河坊三岐路以挺之,"Đế mệnh sát Đĩnh Chi đẳng vu Đông Hà phường, Tam Kì lộ, dĩ Đĩnh Chi.."
等為檢勘官而妻子先以迯回固罪之,"đẳng vi kiểm khám quan nhi thê tử tiên dĩ đào hồi, cố tội chi."
帝命美惠侯鄭惟㦃提領官軍往擊陳珣,Đế mệnh Mĩ Huệ hầu Trịnh Duy Sản đề lĩnh quan quân vãng kích Trần Tuân.
時珣兵逼犯于慈廉縣名國威府属官軍敗積退還駐于東鄂日昭等處,"Thời Tuân binh bức phạm vu Từ Liêm [Huyện danh Quốc Oai phủ] thuộc, quan quân bại, tích thoái hoàn trú vu Đông Ngạc, Nhật Chiêu đẳng xứ."
珣兵勢甚盛欲逼京城,"Tuân binh thế thậm thịnh, dục bức kinh thành."
義國公阮文郎令殿前六衛軍拽小天光舟下水欲行清華以據險仍湊調工部各所匠常班象人列奇於東河處為守,"Nghĩa Quốc công Nguyễn Văn Lang lệnh điện tiền lục vệ quân duệ Tiểu Thiên Quang chu hạ thuỷ, dục hạnh Thanh Hoa, dĩ cứ hiểm nhưng tấu điều Công bộ các sở tượng thường ban tượng nhân liệt kì ư Đông Hà xứ vi thủ."
夜京怖迯回,Dạ kinh bố đào hồi.
帝命明倫伯黎念總太監黎文輝及華文𭓇生二人以海清河清二司力士把棹二輕舟徃,"Đế mệnh Minh Luân bá Lê Niệm, Tổng thái giám Lê Văn Huy cập hoa văn học sinh nhị nhân dĩ Hải Thanh, Hà Thanh nhị ti lực sĩ bả trạo nhị khinh chu vãng.."
慈廉地方偵訪賊情,Từ Liêm địa phương trinh phỏng tặc tình.
念先到安嘉市見庯舍燒盡官軍已敗退回渡河入寡悔社,"Niệm tiên đáo An Gia thị kiến phố xá thiêu tận, quan quân dĩ bại thoái hồi, độ hà nhập Quả Hối xã."
念再馳回入殿前靣奏,"Niệm tái trì hồi, nhập điện tiền diện tấu."
是時惟㦃為賊所敗手下僅存二十餘人裂衣為標誓𭁈擊賊,"Thị thời, Duy Sản vị tặc sở bại, thủ hạ cẩn tồn nhị thập dư nhân, liệt y vi tiêu, thệ dữ kích tặc."
酉𪰛惟㦃猝至突入珣營中見珣著紅袍坐床上以鎗刺殺之其徒黨皆走散,"Dậu thời, Duy Sản thốt chí đột nhập Tuân dinh trung, kiến Tuân trước hồng bào toạ sàng thượng, dĩ thương thích sát chi, kì đồ đảng giai tẩu tán."
時屯聚在别處者不知逆珣已死屯聚如故,"Thời đồn tụ tại biệt xứ giả bất tri nghịch Tuân dĩ tử, đồn tụ như cố."
二十日帝奏告太廟仍命阮文郎將諸營將士馬象討之,"Nhị thập nhật, đế tấu cáo thái miếu, nhưng mệnh Nguyễn Văn Lang tương chư dinh tướng sĩ mã tượng thảo chi."
時惟㦃已殺陳珣因承勢𭛁砲三響諸軍鼓噪進戰,"Thời Duy Sản dĩ sát Trần Tuân nhân thừa thế phát pháo, tam hưởng chư quân cổ tháo, tiến chiến.."
大破之追至瑞香果洞東鄂等社刺殺甚多僵屍满野沈溺江中不可勝紀,"đại phá chi, truy chí Thuỵ Hương, Quả Động, Đông Ngạc đẳng xã, thích sát thậm đa, cương thi mãn dã, trầm nịch giang trung bất khả thắng KỶ."
後定功以惟㦃為原郡公其從惟㦃刺殺數多皆授以都指揮同知,"Hậu định công dĩ Duy Sản vi Nguyên Quận công, kì tòng Duy Sản thích sát sổ đa giai thụ dĩ Đô chỉ huy đồng tri."
軍功有刺殺數多授職自此始,Quân công hữu thích sát sổ đa thụ chức tự thử thuỷ.
斬胡把於延興坊,Trảm Hồ Bả ư Diên Hưng phường.
先是都力士胡把擊賊去回折金鳳趐藏之及賊平占之,"Tiên thị, đô lực sĩ Hồ Bả kích tặc khứ hồi, chiết kim phụng sí tàng chi, cập tặc bình, chiếm chi."
殺户部司務李文思,Sát Hộ bộ ti vụ Lí Văn Tư.
先是陳㫬之亂京城諸王公主庯舍市四民間皆走出大羅城外寓於紅梅盛烈等社地方,"Tiên thị, Trần Tuân chi loạn, Kinh thành chư vương, công chúa, phố xá thị tứ dân gian giai tẩu xuất đại La thành ngoại, ngụ ư Hồng Mai, Thịnh Liệt đẳng xã địa phương."
文思亦避去私説輕侮大臣阮,"Văn Tư diệc tị khứ, tư thuyết khinh vũ đại thần, Nguyễn.."
文郎鄭維岱等靣奏文故殺之,"Văn Lang, Trịnh Duy Đại đẳng diện tấu văn, cố sát chi."
賞大𭓇士杜岳等十一人,Thưởng đại học sĩ Đỗ Nhạc đẳng thập nhất nhân.
初陳珣逼近京城人心驚怖惟岳等應務胡堂,"Sơ Trần Tuân bức cận Kinh Thành, nhân tâm kinh bố, Duy Nhạc đẳng ứng vụ hồ đường."
上命類大臣文臣止友十一貟,"Thượng mệnh loại đại thần, văn thần chỉ hữu thập nhất viên."
奉勑㫖議賞以表其忠,Phụng sắc chỉ nghị thưởng dĩ biểu kì trung.
分金銀税例,Phân kim ngân thuế lệ.
天下金税例十成色兼金四百四十九兩五分六釐四毫原例四百六十两代納公象二十两十成色金二千九百一两六錢九分五釐一絲原例二千八百六十三两,"Thiên hạ kim thuế lệ: thập thành sắc kiêm kim tứ bách tứ thập cửu lượng ngũ phân lục li tứ hào, nguyên lệ tứ bách lục thập lượng; đại nạp công tượng nhị thập lượng; thập thành sắc kim nhị thiên cửu bách nhất lượng lục tiền cửu phân ngũ li nhất ti, nguyên lệ nhị thiên bát bách lục thập tam lượng."
若銀税例十成色花銀六千一百二十五两九钱八分,"Nhược ngân thuế lệ, thập thành sắc hoa ngân lục thiên nhất bách nhị thập ngũ lưỡng cửu tiền bát phân.."
四犛八毫原例四千九百三十两,"tứ li bát hào, nguyên lệ tứ thiên cửu bách tam thập lượng."
命阮文郎重脩國子監崇儒殿及两廡明倫六堂厨房庫房并新構東西碑室左右每間置一碑,"Mệnh Nguyễn Văn Lang trùng tu Quốc tử giám Sùng Nho điện cập lưỡng vũ, Minh Luân lục đường, trù phòng, khố phòng, tính tân cấu đông tây bi thất tả hữu, mỗi gian trí nhất bi."
是歲立端慶元年乙丑科四年戊辰科進士題名二碑,"Thị tuế, lập Đoan Khánh nguyên niên, Ất Sửu khoa tứ niên, Mậu Thìn khoa tiến sĩ đề danh nhị bi."
時上既命重脩國子監并新構作碑室又慮端慶二科未有立碑乃命冬官刻石尚書東閣大學士入侍經筵杜岳𢮪記中書監舍人杜如之書知上寶監裴視篆,"Thời thượng ký mệnh trùng tu Quốc tử giám tính tân cấu tác bi thất, hựu lự Đoan Khánh nhị khoa vị hữu lập bi, nãi mệnh Đông quan khắc thạch, Thượng thư Đông các đại học sĩ Nhập thị kinh diên Đỗ Nhạc soạn kí, Trung thư giám xá nhân Đỗ Như Chi thư, Tri thượng bảo giám Bùi Thì triện."
按杜岳記云帝聰明作后睿智表󰘊恢太,"Án Đỗ Nhạc ký vân: Đế thông minh tác hậu, duệ trí biểu bang, khôi thái.."
祖立極之圖弘聖宗觀文之治,"Tổ lập cực chi đồ, hoằng Thánh Tông quan văn chi trị."
初設講筵留心典籍,"Sơ thiết giảng diên, lưu tâm điển tịch."
煥經天緯地之宸奎則有寶天青暇集廣酌古凖今之治鑑則有光天清暇集,"Hoán kinh thiên vĩ địa chi thần khuê tắc hữu ""Bảo thiên thanh hạ tập""; quảng chước cổ chuẩn kim chi trị giám tắc hữu ""Quang thiên thanh hạ tập""."
