大 越 史 記 續 編 序	Đại Việt sử kí tục biên tự	
提 領 職 掌 整 理 畿 内 橋 梁 道 路 開 渠 决 水 救 火 防 姦	Đề lĩnh chức chưởng chỉnh lí kì nội kiều lương đạo lộ khai cừ quyết thuỷ cứu hoả phòng gian	
府 尹 彈 壓 之 官 如 見 權 貴 勢 家 不 等 員 人 驕 從 游 俠 弗 遵 法 制 許 得 彈 糾 懲 治	Phủ doãn đạn áp chi quan như kiến quyền quý thế gia bất đẳng viên nhân kiêu túng du hiệp phất tuân pháp chế hứa đắc đàn kiểu trừng trị	
鎮 守 留 守 職 專 擒 制 盗 刼 防 禦 姦 非 當 保 安 方 民 不 得 擅 置 非 例 職 名 肆 爲 民 擾	Trấn thủ lưu thủ chức chuyên cầm chế đạo kiếp phòng ngự gian phi đương bảo an phương dân bất đắc thiện trí phi lệ chức danh tứ vi dân nhiễu	
憲 司 職 掌 如 見 本 處 災 異 水 旱 一 體 陳 言	Hiến ti chức chưởng như kiến bản xứ tai dị thuỷ hạn nhất thể trần ngôn	
承 司 府 縣 肆 行 違 法 鎮 守 留 守 不 禁 姦 非 並 許 彈 劾 糾 奏 又 巡 行 属 内 兼 訪	Thừa ti phủ huyện tứ hành vi pháp trấn thủ lưu thủ bất cấm gian phi tịnh hứa đạn hặc kiểu tấu hựu tuần hành thuộc nội kiêm phỏng	
疾 苦 查 勘 權 勢 脅 捉 諸 訟	tật khổ tra khám quyền thế hiếp tróc chư tụng	
承 司 膺 方 面 之 重 寄 如 見 所 属 官 司 政 治 均 平 應 保 舉 有 不 如 法 者 糾 舉	Thừa ti ứng phương diện chi trọng kí như kiến sở thuộc quan ti chính trị quân bình ứng bảo cử hữu bất như pháp giả kiểu cử	
郡 守 民 之 師 帥 如 見 属 内 縣 官 有 政 績 稱 職 者 保 舉 不 稱 職 者 糾 舉	Quận thú dân chi sư soái như kiến thuộc nội huyện quan hữu chính tích xứng chức giả bảo cử bất xứng chức giả kiểu cử	
縣 令 親 民 之 官 當 存 心 撫 字 勸 課 農 桑 興 便 除 害 留 意 敎 化 使 仁 讓 風 行 告 訐 俗 易 其 義 婦 孝 子 亦 當 輔 達 旌 表 以 厚 風 俗	Huyện lệnh thân dân chi quan đương tồn tâm phủ tự khuyến khoá nông tang hưng tiện trừ hại lưu ý giáo hoá sử nhân nhượng phong hành cáo kiết tục dị kì nghĩa phụ hiếu tử diệc đương phụ đạt tinh biểu dĩ hậu phong tục	
凣 内 外 各 衙 門 官 如 見 本 吏 某 人 奉 公 守 法 廉 勤 練 達 年 月 積 累 無 有 過 犯 者 保 舉 之 某 人 恣 行 貪 冗 志 在 䂓 財 怠 慢 廢 事 有 過 犯 者	Phàm nội ngoại các nha môn quan như kiến bản lại mỗ nhân phụng công thủ pháp liêm cần luyện đạt niên nguyệt tích luỹ vô hữu quá phạm giả bảo cử chi mỗ nhân tư hành tham nhũng chí tại quy tài đãi mạn phế sự hữu quá phạm giả	
即 糾 𮞏 斥 去	tức kiểu đệ xích khứ	
三 月 以 王 嫡 孫 副 将 鄭 栐 爲 左 都 督	Tam nguyệt dĩ Vương đích tôn Phó tướng Trịnh Vĩnh vi Tả đô đốc	
夏 五 月 初 九 日 陪 從 吏 部 左 侍 郎 蓮 池 子 阮 國 櫆 卒	Hạ ngũ nguyệt sơ cửu nhật Bồi tụng Lại bộ Tả thị lang Liên Trì tử Nguyễn Quốc khôi tốt	
國 櫆 爲 人 慷 慨 敢 言	Quốc khôi vi nhân khảng khái cảm ngôn	
訃 聞 上 深 爲 哀 悼 贈 兵 部 尙 書 池 郡 公 賜 謚 剛 忠	Phó văn Thượng thâm vi ai điệu tặng Binh bộ Thượng thư Trì quận công tứ thuỵ Cương Trung	
國 櫆 青 池 月 盎 人	Quốc khôi Thanh Trì Nguyệt Áng nhân	
以 黎 斅 爲 兵 部 左 侍 郎 潘 兼 全 爲 刑 部 左 侍 郎 黎 仕 澈 爲 工 部 左 侍 郎	Dĩ Lê Hiệu vi Binh bộ Tả thị lang Phan Kiêm Toàn vi Hình bộ Tả thị lang Lê sĩ Triệt vi Công bộ Tả thị lang	
先 是 斅 等 綠 事 既 罷 貶	Tiên thị Hiệu đẳng lục sự ký bãi biếm	
至 是 復 用 之	Chí thị phục dụng chi	
六 月 六 日 太 白 畫 見 與 日 爭 光	Lục nguyệt lục nhật Thái Bạch hoạch hiện dữ nhật tranh quang	
賜 碩 忠 侯 黎 時 海 郡 公 爵	Tứ Thạc Trung hầu Lê Thời Hải quận công tước	
秋 七 月 十 八 日 帝 以 王 世 子 節 制 太 尉 宜 國 公 鄭 根 功 望 隆	Thu thất nguyệt thập bát nhật Đế dĩ Vương thế tử tiết chế Thái uý Nghi quốc công Trịnh Căn công vọng long	
重 晉 封 爲 元 帥 典 國 政 定 南 王	trọng tấn phong vi Nguyên soái điển quốc chính Định Nam Vương	
其 文 曰 皇 天 生 賢 聖 之 才 所 以 壽 至 治 人 君 優 尊 貴 之 禮 所 以 表 殊 勳 亶 協 榖 辰 載 敭 華	Kì sách văn viết Hoàng thiên sinh hiền thánh chi tài sở dĩ thọ chí trị nhân quân ưu tôn quý chi lễ sở dĩ biểu thù huân đàn hiệp cốc thần tải dương hoa sách	
特 進 開 府 欽 差 節 制 各 處 水 部 諸 營 兼 總 政 柄 太 尉 宜 國 公 鄭 根 英 䧺 盖 世 氣 象 過 人	Đặc tiến khai phủ khâm sai tiết chế các xứ thuỷ bộ chư doanh kiêm tổng chính bính Thái uý Nghi quốc công Trịnh Căn anh hùng cái thế khí tượng quá nhân	
昔 先 君 恢 復 舊 疆 多 頼 前 王 經 綸 屯 亨 之 力 暨 朕 躬 光 膺 景 命 全 資 師 父 造 就 養 之 功 保 國 永 奠 鴻 圖 傳 家 深 貽 燕 翼 睠	Tích tiên quân khôi phục cựu cương đa lại tiền vương kinh luân đồn hanh chi lực kị trẫm cung quang ứng cảnh mệnh toàn tư sư phụ tạo tựu mông dưỡng chi công bảo quốc vĩnh điện hồng đồ truyền gia thâm di yên dực quyến	
惟 王 嗣 克 暢 皇 猷 任 征 伐 則 南 鋤 阮 孽 北 掃 莫 徒 功 特 髙 宇 宙 總 政 柄 則 内 安 中 國 外 服 遠	duy Vương tự khắc sướng hoàng du nhiệm chinh phạt tắc Nam sừ Nguyễn nghiệt Bắc tảo Mạc đồ công đặc cao vũ trụ tổng chính bính tắc nội an trung quốc ngoại phục viễn	
裔 德 彌 暎 乾 坤	duệ đức di ánh càn khôn	
望 久 孚 四 海 之 心 位 當 冠 百 僚 之 首	Vọng cửu phù tứ hải chi tâm vị đương quán bách liêu chi thủ	
特 遣 特 進 金 紫 榮 祿 大 夫 參 從 吏 部 尙 書 兼 東 閣 大 學 士 國 老 參 預 朝 政 掌 六 部 事 太 保 燕 郡 公 范 公 著 捧 賫 金 玉 章 普 封 元 帥 典 國 政 定 南 王 榮 如 圭 瓚 用 啓 宇 田 尙 其 受 命 承 休 乘 彛 慎 位 政 詳 典 章 法 度 悋 守 成 䂓 德 得 位 禄 壽 名 誕 膺 申 眷 賛 皇 家 緒 綿 於 有 永 衍 王 室 業 保 於 無 疆	Đặc khiến đặc tiến kim tử Vinh Lộc đại phu tham tụng Lại bộ Thượng thư kiêm Đông các đại học sĩ quốc lão Tham dự triều chính chưởng lục bộ sự Thái bảo Yên quận công Phạm Công Trứ bổng tê kim sách ngọc chương phổ phong Nguyên soái Điển quốc chính Định Nam Vương vinh như khuê toản dụng khải vũ điền thượng kì thụ mệnh thừa hưu thừa di thận vị chính tường điển chương pháp độ lận thủ thành quy đức đắc vị lộc thọ danh đản ứng thân quyến tán hoàng gia tự miên ư hữu vĩnh diễn Vương thất nghiệp bảo ư vô cương	
王 其 欽 哉	Vương kì khâm tai	
旨 准 目 今 王 府 領 布 命 令 曰 令 諭 臣 民 進 啓 者 曰 謹 啓 聞	Chỉ chuẩn mục kim Vương phủ lĩnh bố mệnh lệnh viết lệnh dụ thần dân tiến khải giả viết cẩn khải văn	
副 王 府 布 令	Phó vương phủ bố lệnh	
曰 令 旨 進 啓 者 曰 謹 啓	viết lệnh chỉ tiến khải giả viết Cẩn khải	
八 月 王 諭 定 南 王 曰 王 者 創 業 垂 統 必 貽 厥 嘉 猷 世 嫡 繼 體 守 成 當 遵 其 善 法	Bát nguyệt Vương dụ Định Nam Vương viết Vương giả sáng nghiệp thuỳ thống tất di quyết gia du thế đích kế thể thủ thành đương tuân kì thiện pháp	
兹 我 承 家 丕 緒 攬 國 大 權 修 王 業 紹 先 王 積 累 之 基 興 起 治 功 討 安 天 下 賛 聖 皇 承 列 聖 繼 傳 之 統 謐 寧 海 宇 磐 奠 國 家 泰 山 安 保 鴻 圖 豊 謀 深 燕 翼	Tư ngã thừa gia phi tự lãm quốc đại quyền tu Vương nghiệp thiệu Tiên vương tích luỹ chi cơ hưng khởi trị công thảo an thiên hạ tán Thánh hoàng thừa liệt thánh kế truyền chi thống mật ninh hải vũ bàn điện quốc gia Thái Sơn an bảo hồng đồ phong trúc mưu thâm yên dực	
於 庚 子 年 已 奉 加 開 府 位 委 總 政	Ư Canh Tí niên dĩ phụng gia khai phủ vị uỷ Tổng chính	
機 乃 能 志 愛 君 親 明 習 機 務 典 司 庶 政 令 簡 肅 中 外 悅 徒 經 營 四 方 威 震 耀 藩 侯 賓 服	Cơ nãi năng chí ái quân thân minh tập cơ vụ điển ti thứ chính lệnh giản túc trung ngoại duyệt đồ kinh doanh tứ phương uy chấn diệu phiên hầu tân phục	
功 寔 多 社 稷 寄 堪 任 生 民	Công thực đa xã tắc ký kham nhiệm sinh dân	
我 仍 奏 知 皇 上 欽 遵	Ngã những tấu tri hoàng thượng khâm tuân	
勑 旨	sắc chỉ	
晉 封 王 爵 授 以 統 裁 國 家 庶 務 内 統 百 官 外 均 四 海	Tấn phong vương tước thụ dĩ thống tài quốc gia thứ vụ nội thống bách quan ngoại quân tứ hải	
位 至 隆 至 重 謀 是 訓 是 行	Vị chí long chí trọng mưu thị huấn thị hành	
今 其 知 業 保 以 成 幾 圖 不 忽 防 非 室 正 心 脩 身 一 言 一 行 祖 宗 之 懿 德	Kim kì tri nghiệp bảo dĩ thành cơ đồ bất hốt phòng phi thất dục chính tâm tu thân nhất ngôn nhất hành tổ tông chi ý đức	
是 遵 一 政 一 令 祖 宗 之 成 䂓 是 述	Thị tuân nhất chính nhất lệnh tổ tông chi thành quy thị thuật	
日 與 親 勳 大 臣 文 武 百 官 協 同 心 德 共 求 治 理 區 處 世 務 以 興 太 平	Nhật dữ thân huân đại thần văn võ bách quan hiệp đồng tâm đức cộng cầu trị lí khu xứ thế vụ dĩ hưng thái bình	
官 人 則 量 才 能 課 功 狀 使 官 皆 稱 其 職 求 賢 則 察 言 行 試 政 事 使 賢 咸 登 于 朝 任	Quan nhân tắc lượng tài năng khoá công trạng sử quan giai xứng kì chức cầu hiền tắc sát ngôn hành thí chính sự sử hiền hàm đăng vu triều nhiệm	
将 則 御 以 恩 威 使 将 咸 樂 爲 用 愛 民 則 省 其 征 役 使 民 皆 遂 有 生	Tướng tắc ngự dĩ ân uy sử tướng hàm lạc vi dụng ái dân tắc tỉnh kì chinh dịch sử dân giai toại hữu sinh	
爵 賞 刑 罰 之 權 公	Tước thưởng hình phạt chi quyền công	
操 信 必 禮 樂 教 化 之 本 加 務 詳 明	tháo tín tất lễ lạc giáo hoá chi bản gia vụ tường minh	
如 是 則 政 事 得 以 脩 紀 綱 得 以 振 文 德 洽 而 武 功 成 中 國 安 而 外 夷 服	Như thị tắc chính sự đắc dĩ tu kỷ cương đắc dĩ chấn văn đức hiệp nhi vũ công thành trung quốc an nhi ngoại di phục	
䂓 模 混 一 宗 社 久 長 以 衍 意 萬 年 惟 王 之 業 尙 其 敬 之 以 副 我 委 任 傳 授 之 意	Quy mô hỗn nhất tông xã cửu trường dĩ diễn ý vạn niên duy vương chi nghiệp thượng kì kính chi dĩ phó ngã uỷ nhiệm truyền thụ chi ý	
兹 論	Tư luận	
帝 尊 封 親 生 母 黎 氏 玉 環 爲 昭 儀	Đế tôn phong thân sinh mẫu Lê thị Ngọc Hoàn vi Chiêu Nghi	
冬 十 月 改 元 德 元	Đông thập nguyệt cải nguyên Đức Nguyên	
大 赦	Đại xá	
旨 准 推 恩 武 班 陞 次	Chỉ chuẩn thôi ân vũ ban thăng thứ	
太 傅 溪 郡 公 鄭 杖 秉 郡 公 鄭 莅 郡 公 鄭 棟 等 並 爲 太 宰 少 尉 廉 郡 公 鄭 榩 豪 郡 公 黎 時 憲 等 並 爲 太 傅 少 尉 安 郡 公 鄭 橏 兼 郡 公 鄭 樹 少 傅 奠 郡 公	Thái phó Khê quận công Trịnh Trượng Bỉnh quận công Trịnh Li quận công Trịnh Đống đẳng tịnh vi Thái tể Thiếu uý Liêm quận công Trịnh Kiền Hào quận công Lê Thời Hiến đẳng tịnh vi Thái phó Thiếu uý An quận công Trịnh Thiện Kiêm quận công Trịnh Thụ Thiếu phó Điện quận công	
鄭 楃 等 並 爲 太 保 恩 郡 公 鄭 棉 爲 少 尉 左 都 督 副 将 良 郡 公 鄭 栐 爲 少 傅 濯 郡 公 鄭 槏 禄 郡 公 丁 文 左 等 並 爲 少 保 詠 郡 公 譚 景 堅 纘 郡 公 鄭 𣛧 燕 郡 公 鄭 柳 等 並 爲 右 都 督 副 将 派 澤 侯 鄭 榆 爲 都 督 同 知 郡 公 爵 副 将 謙 郡 公 鄭 椽 爲 都 督 僉 事	Trịnh Ốc đẳng tịnh vi Thái bảo Ân quận công Trịnh Miên vi Thiếu uý Tả đô đốc phó tướng Lương quận công Trịnh Vĩnh vi Thiếu phó Trạc quận công Trịnh Khiếm Lộc quận công Đinh Văn Tá đẳng tịnh vi Thiếu bảo Vịnh quận công Đàm Cảnh Kiên Toản quận công Trịnh Sâm Yên quận công Trịnh Liễu đẳng tịnh vi Hữu đô đốc Phó tướng Phái Trạch hầu Trịnh du vi Đô đốc đồng tri quận công tước Phó tướng Khiêm quận công Trịnh Duyên vi Đô đốc thiêm sự	
其 餘 各 陞 職 爵 有 差	Kì dư các thăng chức tước hữu sai	
廢 潘 兼 全 爲 庶 人 送 歸 清 華 鎮 居 住 以 其 累 行 事 犯 故 也	Phế Phan Kiêm Toàn vi thứ nhân tống quy Thanh Hoa trấn cư trú dĩ kì luỵ hành sự phạm cố dã	
又 以 黎 斅 黎 仕 澈 等 黨 與 兼 全 貶	Hựu dĩ Lê Hiệu Lê Sĩ Triệt đẳng đảng dữ Kiêm Toàn biếm	
斅 爲 興 化 處 參 政 仕 澈 爲 太 原 處 憲 察 使	Hiệu vi Hưng Hoá xứ Tham chính Sĩ Triệt vi Thái nguyên xứ Hiến sát sứ	
十 二 月 吏 部 右 侍 郎	Thập nhị nguyệt Lại bộ Hữu thị lang	
申 全 等 除 内 外 任 各 職 一 千 二 百 三 十 九 員 名	Thân Toàn đẳng trừ nội ngoại nhiệm các chức nhất thiên nhị bách tam thập cửu viên danh	
貶 乂 安 處 參 政 梁 實 爲 東 閣 校 書 以 其 抑 取 士 人 銀 錢 故 也	Biếm Nghệ An xứ Tham chính Lương Thực vi Đông các hiệu dĩ kì ức thủ sĩ nhân ngân tiền cố dã	
乙 卯 德 元 二 年 清 康 熙 十 四 年 春 三 月 使 臣 阮 荗 材 胡 士 揚 等 回 國	Ất Mão Đức Nguyên nhị niên Thanh Khang Hi thập tứ niên xuân tam nguyệt sứ thần Nguyễn Mậu Tài Hồ Sĩ Dương đẳng hồi quốc	
夏 四 月 三 日 帝 崩	Hạ tứ nguyệt tam nhật Đế băng	
群 臣 上 尊 號 曰 寬 明 敏 達 英 果 徽 柔 克 仁 篤 義 羙 皇 帝 廟 號 嘉 宗	Quần thần thượng tôn hiệu viết Khoan Minh Mẫn Đạt Anh Quả Huy Nhu Khắc Nhân Đốc Nghĩa Mĩ Hoàng Đế miếu hiệu Gia Tông	
論 奉 使 功 以 阮 荗 材 爲 刑 部 尙 書 子 爵 胡 士 揚 爲 工 部 尙 書 郡 公 爵 陶 公 正 爲 刑 部 右 侍 郎 武 公 道 爲 工 部 右 侍 郎 並 男 爵 武 惟	Luận phụng sứ công dĩ Nguyễn Mậu Tài vi Hình bộ Thượng thư tử tước Hồ Sĩ Dương vi Công bộ Thượng thư quận công tước Đào Công Chính vi Hình bộ Hữu thị lang Vũ Công Đạo vi Công bộ Hữu thị lang tịnh nam tước Vũ Duy	
諧 爲 東 閣 大 學 士 子 爵	Hài vi Đông các Đại học sĩ tử tước	
六 月 奉 嘉 宗 羙 皇 帝 梓 宫 回 塟 于 福 安 陵 立 天 寧 殿 奉 事 從 生 母 昭 儀 故 鄕 也	Lục nguyệt phụng Gia Tông Mĩ Hoàng Đế tử cung hồi táng vu Phúc An lăng lập Thiên Ninh điện phụng sự tòng sinh mẫu Chiêu Nghi cố hương dã	
是 時 王 與 正 妃 親 行 拜 哭 禮 極 其 哀 慟	Thị thời Vương dữ Chính phi thân hành bái khốc lễ cực kì ai đỗng	
定 南 王 亦 親 送 至 江 津 行 禮 曲 盡 哀 敬	Định Nam Vương diệc thân tống chí giang tân hành lễ khúc tận ai kính	
文 武 臣 僚 見 者 流 涕	Văn vũ thần liêu kiến giả lưu thế	
十 二 日 皇 弟 維 祫 即 皇 帝 位	Thập nhị nhật Hoàng đệ Duy hợp tức Hoàng Đế vị	
初 神 宗 臨 崩 嘱 與 王 曰 宮 人 鄭 氏 玉 懷 妊 方 四 月 間 未 卜 男 女 尙 頼 王 其 保 護 之	Sơ Thần Tông lâm băng chúc dữ Vương viết Cung nhân Trịnh thị Ngọc Trúc hoài nhâm phương tứ nguyệt gian vị bốc nam nữ thượng lại Vương kì bảo hộ chi	
及 生 而 體 貌 奇 偉 年 九 歲 王 育 之 于 府 中	Cập sinh nhi thể mạo kì vĩ niên cửu tuế Vương dục chi vu phủ trung	
至 是 王 親 扶 登 殿 即 皇 帝 位 改 元 以 明 年 正 月 爲 永 治 元 年	Chí thị Vương thân phù đăng điện tức Hoàng Đế vị cải nguyên dĩ minh niên chính nguyệt vi Vĩnh Trị nguyên niên	
大	Đạị	
赦	xá	
定 六 部 職 掌 事 例	Định lục bộ chức chưởng sự lệ	
吏 部 掌 官 爵 封 賜 銓 選 考 課 黜 陟 之 政 填 充 補 給 之 事	Lại bộ chưởng quan tước phong tứ thuyên tuyển khảo khoá truất trắc chi chính điền sung bổ cấp chi sự	
户 部 掌 土 地 人 民 倉 厙 錢 糧 調 𤼵 之 政 禄 食 貢 賦 盐 鐵 之 事	Hộ bộ chưởng thổ địa nhân dân thương khố tiền lương điều phát chi chính lộc thực cống phú diêm thiết chi sự	
禮 部 掌 禮 儀 祠 祭 宴 學 校 科 舉 之 政 衣 冠 印 符 章 表 貢 使 朝 覲 之 節 兼 總 司 天 醫 卜 及 僧 道 教 坊 同 文 雅 樂 之 属	Lễ bộ chưởng lễ nghi từ tế khánh yến học hiệu khoa cử chi chính y quan ấn phù chương biểu cống sứ triều cận chi tiết kiêm tổng ti thiên y bốc cập tăng đạo giáo phường đồng văn nhã lạc chi thuộc	
兵 部 掌 兵 戒 禁 衛 車 馬 儀 仗 噐 械 之 政 邊 夷 鎮 戎 驛 庯 險 要 緊 急 之 事	Binh bộ chưởng binh giới cấm vệ xa mã nghi trượng khí giới chi chính biên di trấn nhung dịch phố hiểm yếu khẩn cấp chi sự	
刑 部 掌 律 令 刑 法 按 襨 獄 訟 之 政 治 五 刑 之 罪	Hình bộ chưởng luật lệnh hình pháp án phức ngục tụng chi chính trị ngũ hình chi tội	
工 部 掌 城 池 橋 梁 道 路 土 木 工 匠 之 政 繕 修 營 造 之	Công bộ chưởng thành trì kiều lương đạo lộ thổ mộc công tượng chi chính thiện tu doanh tạo chi	
事 山 林 園 苑 川 澤 之 禁	sự sơn lâm viên uyển xuyên trạch chi cấm	
