國 之 有 史 尙 矣	Nước có sử đã từ lâu	
時 袁 士 明 有 故 不 僊 宫 賜 其 子 崇 爲 奉 信 郎	Bấy giờ Viên Sĩ Minh vào có tang không được thăng quan cho con trai là Sủng làm Phụng tin lang	
是 歲 詔 諸 收 捕 盗 賊 外 亡 而 爲 世 家 所 奪 者 世 家 與 迯 亡 同 罪	Năm ấy xuống chiếu rằng Những tên trộm cướp trốn tránh đã bắt được mà lại bị nhà thế gia chiếm đoạt thì nhà thế gia ấy cùng tội với người trốn	
收 捕 吏 輙 停 留 在 家 不 經 官 者 扙 八 十	Kẻ lại đi bắt trộm cướp bắt được rồi mà giữ lại ở nhà mình không dẩn đến quan thì phạt đánh tám mươi trượng	
癸 卯 四 年 宋 宣 和 五 年	Quý Mão năm thứ bốn Tống Tuyên Hoà năm thứ năm	
春 正 月 二 十 五 日 誕 聖 節	Mùa xuân tháng giêng ngày hai mươi năm là tiết Đản thánh	
初 造 推 輪 舞 舍 令 宫 女 舞 其 上 以 献 觴	Lần đầu làm nhà múa có bánh xe đẩy sai cung nữ múa ở trên để dâng rượu	
二 月 設 春 筵	Tháng hai mở lễ	
宴 禮 于 崇 淵 殿	Yến tiệc mùa xuân ở điện Sùng Uyên	
作 曲 柄 雨 盖	Lần đầu làm chiếc lọng che mưa cán cong	
壬 寅 帝 幸 龍 水 海 捕 象	Ngày Nhâm Dần vua ngự đến Long Thuỷ để bắt voi	
丁 未 設 慶 成 奉 慈 寺 會	Ngày Đinh Mùi mở hội khánh thành chùa Phụng Từ	
丙 辰 還 京 師	Ngày Bính Thìn vua về đến Kinh sư	
三 月 辛 巳 設 慶 成 僊 逰 廣 孝 寺 會	Tháng ba ngày Tân Tỵ mở hội khánh thành chùa Quảng Hiếu ở Tiên Du	
追 進 聖 宗 及 上 陽 皇 太 后	Truy dâng lễ cúng Thánh Tông và Thượng Dương hoàng thái hậu	
夏 四 月 甲 申 真 臘 國 五 人 來 附	Mùa hạ tháng bốn ngày Giáp Thân năm người nước Chân Lạp quy phụ	
禁 宰 牛	Cấm giết trâu	
詔 曰 牛 者 稼 穡 之 所 重 利 人 不 少	Xuống chiếu rằng Trâu là vật quan trọng cho việc cày cấy làm lợi cho người không ít	
今 後 三 家 爲 一 保 不 得 殺 而 食 之 違 者 寘 之 刑 憲	Từ nay về sau ba nhà làm một bảo không được giết trâu ăn thịt ai làm trái thì trị tội theo hình luật	
秋 七 月 真 臘 國 來 貢	Mùa thu tháng bảy nước Chân Lạp sang cống	
八 月 朔 帝 御 天 安 殿 頒 賜 群 臣 秋 夜	Tháng tám ngày mồng một vua ngự điện Thiên An ban áo mùa thu cho các quan	
帝 御 光 殿 觀 兢 舟	Vua ngự điện Linh Quang xem đua thuyền	
是 夜 帝 御 崇 淵 殿 設 金 盖 宴 禮	Đêm ấy vua ngự điện Sùng Uyên đặt lễ yến mừng chiếc lọng vàng	
冬 十 月 帝 幸 應 豐 行 宫 省 歛	Mùa đông tháng mười vua ngự đến hành cung Ứng Phong xem gặt lúa	
是 行 造	Chuyến đi này bắc	
橋 過 波 剌 江	Cầu vồng qua sông Ba Lạt	
十 一 月 還 京 師	Tháng mười một vua đến Kinh sư	
儒 道 釋 並 献 賀 詩	Các nhà nho đạo thích đều dâng thơ mừng	
築 紫 霄 臺	Xây đài Tử Tiêu	
是 歲 大 熟	Năm ấy được mùa to	
甲 辰 五 年 宋 宣 和 六 年	Giáp Thìn năm thứ năm Tống Tuyên Hoà năm thứ sáu	
春 正 月 姚 索 献 白 雀	Mùa xuân tháng giêng Diêu Sách dâng chim sẻ trắng	
閏 月 造 祥 光 舟 其 制 两 腹	Tháng giêng nhuận đóng thuyền Tường Quang kiểu thuyền hai lòng	
帝 幸 應 豐 行 宫 省 耕	Vua ngự đến hành cung ở Ứng Phong xem cày ruộng	
帝 御 行 宫 占 城 國 人 具 翁 及 其 從 弟 三 人 來 朝	Khi vua ngự ở hành cung người nước Chiêm Thành là Cụ Ông và ba người em họ đến chầu	
二 月 帝 還 京 師	Tháng hai vua về Kinh sư	
夏 四 月 真 臘 國 金 丁 阿 傳 及 家 僮 四 人 來 附	Mùa hạ tháng bốn người nước Chân Lạp là Kim Đinh A Truyền cùng bốn người gia đồng sang quy phụ	
廣 原 首 領 楊 嗣 興 献 白 鹿	Thủ lĩnh châu Quảng Nguyên là Dương Tự Hưng dâng hươu trắng	
造 護 聖 寺	Dựng chùa Hộ Thánh	
五 月 占 城 國 人 波 司 蒲 陀 羅 等 三 十 人 來 附	Tháng năm người nước Chiêm Thành là bọn Ba Tư Bồ Đà La ba mươi người sang quy phụ	
秋 七 月 旱 祈 雨	Mùa thu tháng bảy hạn làm lễ cầu mưa	
内 作 監 甲 主 都 蘇 翁 献 六 眸 龜 胷 上	Chủ đô giáp Nội tác giám là Tô Ông dâng con rùa mắt có sáu con ngươi trên ức	
有 善 帝 二 字	Có hai chữ Thiện đế	
九 月 成 慶 侯 鈌 名 卒	Tháng chín Thành Khánh hầu không rõ tên chết	
冬 十 月 築 鬱 羅 臺	Mùa đông tháng mười đắp đài Uất La	
十 一 月 玉 階 都 李 號 献 金 䱓 魚	Tháng mười một đô Ngọc Giai là Lý Hiệu dâng cá chiên vàng	
十 二 月 成 慶 侯 夫 人 何 是 欽 酖 殉 死	Tháng mười hai phu nhân của Thành Khánh hầu là Hà Thị uống thuốc độc chết theo chồng	
史 臣 吳 士 連 曰 婦 人 從 一 而 終 非 謂 殉 也	Sử thần Ngô Sĩ Liên nói Đàn bà chỉ theo một chồng mà chết thì không gọi là tuẫn chết theo	
何 氏 徑 情 直 行 至 欽 酖 殉 死 雖 云 過 矣 然 於 人 所 難 而 易 之 亦 難 能 也	Hà thị theo tình mà đi thẳng đến nỗi uống thuốc độc chết theo tuy là quá nhưng khó với người khác mà Hà thị lấy làm dễ việc ấy cũng là khó làm	
抑 成 慶 侯 至 是 水 塟 而 殉 之 耶	Hoặc giả Thành Khánh hầu đến lúc ấy mới chôn mà Hà thị chết để chôn theo chăng	
復 以 内 常 侍 黎 伯 玉 爲 禮 部 侍 郎	Lại cho Nội thường thị là Lê Bá Ngọc làm thị lang bộ Lễ	
廣 元 州 小 首 領 莫 賢 及 其 部 黨 出 亡 宋 邕 州 界 貢 洞	Tiểu thủ lĩnh châu Quảng Nguyên là Mạc Hiền và phe đảng bộ thuộc trốn sang động Cống ở địa giời Ung Châu nước Tống	
乙 巳 六 年 宋 宣 和 七 年	Ất Tị năm thứ sáu Tống Tuyên Hoà năm thứ bảy	
春 正 月 以 内 常 侍 牟 俞 都 爲 中 書 丞	Mùa xuân tháng giêng cho Nội thường thị Mâu Du Đô làm Trung thư thừa	
邕 州 執 莫 賢 等 請 差 人 就 江 南 交 付	Ung Châu bắt bọn Mạc Hiền xin sai người đến Giang Nam để giao trả	
帝 遣 守 富 良 府 中 書 李 献 徃 江 南 領 還 京 師	Vua sai người giữ phủ Phú Lương là trung thư Lý Hiến đến Giang Nam nhận đem về kinh sư	
流 莫 賢 于 乂 安 州 妻 子 並 沒 官	Đày Mạc Hiền vào châu Nghệ An vợ con đều sung làm quan nô	
紙 作 藩 上 献 檳 鋃 珠 詔 却 之	Phiên làm giấy dâng ngọc châu tân lang vua truyền không nhận	
慶 成 崇 陽 殿 設 宴 三 日 夜	Khánh thành điện Sùng Dương mở yến tiệc ba ngày đêm	
夏 四 月 帝 幸 應 豐 行 宫 省 耕	Mùa hạ tháng bốn vua ngự đến hành cung Ứng Phong xem cày ruộng	
六 月 帝 自 應 豐 行 宮 幸 蓩 仁 行 宮 入 内 常 侍 中 丞 牟 俞 都 奉 㫖 宣 示 内 外 臣 僚 曰 黃 龍 見 于 行 宮 之 秘 殿 惟 宮 女 宦 官 見 之	Tháng sáu vua từ hành cung Ứng Phong đến hành cung Lý Nhân Nhập nội thường thị trung thừa là Mâu Du Đô vâng chỉ tuyên bảo các quan trong ngoài rằng có rồng vàng hiện ở điện kín của hành cung chỉ có các cung nữ và hoạn quan trông thấy	
冬 十 月 帝 御 應 豐 行 宮 省 歛	Mùa đông tháng mười vua ngự đến hành cung Ứng Phong xem gặt	
十 一 月 遣 入 内 禮 部 侍 郎	Tháng mười một sai Nhập nội Lễ bộ thị lang	
黎 伯 玉 討 廣 原 州 儂 瓊 莫 七 人 等	Lê Bá Ngọc đi đánh bọn Nùng Quỳnh và Mạc Thất Nhân ở châu Quảng Nguyên	
行 伯 玉 會 軍 盟 于 大 興 門 外 宣 軍 令	Khi sắp đi Bá Ngọc họp quân thề ở ngoài cửa Đại Hưng tuyên bố quân lệnh	
黄 龍 見 于 洞 雲 祈 壽 寳 臺	Rồng vàng lượn ở bảo đài kỳ thọ ở Động Vân	
詔 凣 敺 人 死 者 杖 一 百 刺 靣 五 十 字 徒 甲	Xuống chiếu rằng phàm đánh chết người thì xử một trăm trượng thích mặt năm mươi chữ đồ làm khao giáp	
丙 午 七 年 宋 欽 宗 恒 靖 康 元 年	Bính Ngọ năm thứ bảy Tống Khâm Tông Hằng Tĩnh Khang năm thứ một	
春 正 月 設 廣 照 燈 會 七 日 夜	Mùa xuân tháng giêng mở hội đèn Quảng Chiều bảy ngày đêm	
赦 都 護 府 罪 人	Tha người có tội giam ở phủ Đô Hộ	
禁 百 姓 春 不 得 伐 木	Cấm dân chúng mùa xuân không được chặt cây	
二 月 朔 帝 御 天 安 殿 王 侯 蹴 毬	Tháng hai ngày mồng một vua ngự điện Thiên An xem các vương hầu đá cầu	
三 月 設 慶 賀 五 經 禮 于 壽 聖 寺	Tháng ba làm lễ khánh hạ năm bộ kinh ở chùa Thọ Thánh	
复 五 月 壬 戌 設 仁 王 會 于 龍 墀	Mùa hạ tháng năm ngày Nhâm Tuất mở hội Nhân Vương ở Long Trì	
是 日 黃 龍 見 于 永 光 殿	Ngày hôm ấy rồng vàng hiện ở điện Vĩnh Quang	
秋 七 月 旱 自 六 月 至 是 尤 甚	Mùa thu tháng bảy hạn từ tháng sáu đến đây càng dữ	
六 眸 龜 哯	Con rùa mắt có sáu con ngươi xuất hiện	
滛 雨 祈 晴	Mưa dầm làm lễ cầu tạnh	
九 月 占 城 來 貢	Tháng chín nước Chiêm Thành sang cống	
設	Mở	
廣 照 燈 會 于 龍 墀 詔 占 城 使 臣 觀 之	Hội đèn Quảng Chiếu ở Long Trì xuống chiếu cho sứ thần Chiêm Thành vào xem	
冬 十 一 月 帝 幸 應 豐 行 宫 省 歛	Mùa đông tháng mười một vua ngự đến hành cung Ứng Phong xem gặt	
閏 月 遣 令 書 家 嚴 常 御 庫 書 家 徐 延 遺 馴 象 十 及 金 銀 犀 兕 于 宋 謝 擒 莫 賢 也	Tháng nhuận sai lệnh thư gia là Nghiêm Thường Ngự khố thư gia là Từ Diên đem mười con voi thuần và vàng bạc sừng tê sừng bin sang biếu nhà Tống để tạ ơn việc bắt Mạc Hiền	
常 延 至 桂 府 見 經 略 司	Thường và Diên đến Quế phủ vào ra mắt quan kinh lược ty	
謂 常 延 曰 金 年 東 京 及 湖 南 鼎 澧 等 處 並 已 調 兵 馬 討 金 人 未 審 㱕 期 何 日	Họ bảo với Thường và Diên rằng Năm nay ở Đông Kinh và các xứ Hồ Nam Đĩnh Châu Lễ Châu đều đã đem binh mã đi đánh người Kim chưa biết lúc nào về	
此 間 路 地 上 傳 馬 鋪 丁 在 在 更 少 請 使 者 領 還 禮 物	Trong lúc này thì ngựa trạm phu trạm dọc đường chỗ nào cũng ít xin sứ giả đem lễ vật về	
常 延 乃 還	Thường và Diên phải trở lại	
其 年 金 人 粘 罕 幹 離 不 率 圍 宋 汴 京 虜 宋 帝 徽 宗 欽 宗 北 㱕	Năm ấy người nước Kim là Niêm Hãn Cán Lý Bất đem quân vây Biện Kinh nước Tống bắt vua Tống là Huy Tông và Khâm Tông đem về phương Bắc	
宋 國 大 亂	Nước Tống loạn to	
時 金 主 窩 闊 台 建 國 於 漠 北 建 元 天 會	Lúc ấy vua Kim là Oa Khoát Đài dựng nước ở Mạc Bắc đặt niên hiệu là Thiên Hội	
丁 未 天 符 慶 壽 原 年 宋 靖 康 二 年 五 月 以 後 高 宗 構 建 炎 元 年	Đinh Mùi năm Thiên Phù Khánh Thọ Tống Tĩnh Khang năm thứ hai từ tháng năm về sau là Cao Tông Cấu năm Kiến Viên thứ một	
春 正 月 以 御 庫 書 家 范 信 判 清 化 府 事	Mùa xuân tháng giêng cho Ngự khố thư gia Phạm Tín làm Phán sự phủ Thanh Hoá	
二 月 群 臣 上 尊 號 加 寬 慈 聖 壽 四 字	Tháng hai các quan dâng tôn hiệu gia thêm bốn chữ Khoan Từ Thánh Thọ	
自 正 月 至 二 月 滛 雨 命 官 祈 晴	Từ tháng giêng đến tháng hai mưa dầm sai quan làm lễ cầu tạnh	
員 外 郎 阮 義 長 献 三 足 六 眸 龜	Viên ngoại lang Nguyễn Nghĩa Trường dâng con rùa ba chân mắt sáu con ngươi	
三 月 農 州 首 領 楊 彗 進 長 壽 生 金 二 塊	Tháng ba thủ lĩnh châu Nông là Dương Tuệ dâng hai khối vàng sống gọi là vàng Trường thọ	
夏 四 月 帝 幸 應 豐 行 宫 省 歛	Mùa hạ tháng bốn vua ngự đến hành cung Ứng Phong xem gặt	
雨 榖	Mưa thóc	
五 月 僧 高 亭 献 白 雀	Tháng năm nhà sư Cao Đình dâng chim sẻ trắng	
秋 七 月 丁 巳 慶 成 重 興 延 壽 寺	Mùa thu tháng bảy ngày Đinh Tỵ khánh thành chùa Trung Hưng Diên Thọ	
冬 十 一 月 宋 欽 州 送 還 廣 原 州 叛 黨 莫 七 人 等	Mùa đông tháng mười một Khâm Châu nước Tống đưa trả nghịch đảng ở châu Quảng Nguyên là bọn Mạc Thất Nhân	
十 二 月 天 狗 星 隕 有 聲 如 雷	Tháng mười hai sao Thiên Cẩu sa xuống có tiếng kêu như sấm	
以 延 平 公 主 嫁 富 良 府 首 領 楊 嗣 明	Gả công chúa Diên Bình cho thủ lĩnh phủ Phú Lương là Dương Tự Minh	
帝 弗 豫 召 太 尉 劉 慶 覃 受 遺 詔 曰 朕 聞 生 物 之 動 無 有 不 死	Vua không khoẻ gọi Thái uý Lưu Khánh Đàm vào nhận di chiếu rằng Trẫm nghe phàm các loài sinh vật không loài nào không chết	
死 者 天 地 之 大 數 物 理 當 然	Chết là số lớn của trời đất lẽ đương nhiên của mọi vật	
而 舉 世 之 人 莫 不 榮 生 而 恶 死	Thế mà người đời không ai là không thích sống mà ghét chết	
厚 塟 以 棄 業 重 服 以 損 性 朕 甚 不 取 焉	Chôn cất hậu làm mất cơ nghiệp để tang lâu làm tổn tính mệnh trẫm không cho là phải	
予 寡 德 無 以 安 百 性 及 至 殂 落 又 使 元 元 衰 麻 在 身 晨 昏 臨 哭 减 其 飲 食 絶 其 祭 自 以 重 予 過 天 下 其 謂 予 何	Ta đã ít đức không lấy gì làm cho trăm họ được yên đến khi chết đi lại khiến cho thứ dân mặc áo xô gai sớm tối khóc lóc giảm ăn uống bỏ cúng tế làm cho lỗi ta thêm nặng thiên hạ sẽ bảo ta là người thế nào	
朕 悼 早 歲 而 嗣 膺 大 寶 居 王 侯 上 嚴 恭 寅 畏	Trẫm xót phận tuổi thơ phải nối ngôi báu ở trên các vương hầu lúc nào cũng nghiêm kính sợ hãi	
五 十 有 六 年 賴 祖 宗 之 靈 皇 天 孚 佑 四 海 無 邊 陲 微 警 死 得 列 于 先 君 之 後 幸 矣 何 可 興 哀	Đã năm mươi sáu năm nay nhờ anh linh của tổ tông được hoàng thiên phù hộ bốn biển yên lành biên thuỳ ít biến chết mà được xếp sau các bậc tiên quân là may rồi còn phải thương khóc làm gì	
朕 自 省 歛 以 來 忽 嬰 弗 豫 病 既 彌 留	Trẫm từ khi đi xem gặt lúa đến giờ bỗng bị ốm bệnh kéo dài	
史 臣 吳 士 連 曰 古 大 順 之 世 人 居 體 信 達 順 以 中 和 於 是 天 不 愛 道 地 不 愛 寳 降 甘 露 出 體 泉 產 芝 草 而 龍 鳯 龜 麟 諸 福 之 物 莫 不 畢 至	Sử thần Ngô Sĩ Liên nói Về thời đại thuận ngày xưa người làm vua biết giữ tín đạt thuận tới được mức trung hoà cho nên bấy giờ trời không tiếc đạo đất không tiếc của báu móc ngọt tuân sa rượu thơm suối chảy cỏ chỉ nảy mọc mà các vật điềm lành như rồng phượng rùa lân không giống gì không đến	
人 宗 之 世 祥 瑞 一 何 多 耶 盖 由 人 臣 妄 献 之 也	Thời Nhân Tông sao các vật điềm lành nhiều đến thế Là vì nhà vua thích cho nên bề tôi dâng xằng mà thôi	
皇 太 子 即 位 于 柩 前	Hoàng thái tử lên ngôi trước linh cữu	
令 武 衛 黎 伯 玉 宣 是 王 侯 及 文 武 臣 僚 退 于 大 興 門 外 使 諸 城 吏 閉 門 謹 守 毋 得 徃 來 出 入	Hạ lệnh cho Vũ vệ Lê Bá Ngọc truyền bảo quân hầu và các quan văn võ lui ra ngoài cửa Đại Hưng sai các người giữ thành đóng cửa canh phòng cẩn mật không cho ai ra vào	
仍 命 禁 軍 介 之 以 兵 立 天 安 殿 下 既 而 令 開 右 掖 門 召 群 臣 入 于 龍 墀 使 伯	Lại sai cấm quân cầm binh khí đứng ở dưới điện Thiên An rồi cho lệnh mở cửa nách bên hữu gọi các quan vào long trì	
玉 論 王 侯 及 文 武 臣 僚 曰 不 幸 先 帝 奄 棄 群 臣 天 位 弗 可 久 虛	Ngọc truyền bảo các vương hầu và các quan văn võ rằng Không may tiên đế lìa bỏ bầy tôi ngôi trời không thể bỏ không lâu ngày	
惟 予 冲 人 黾 勉 嗣 之 卿 等 宜 永 肩 乃 心 夾 輔 王 室 非 特 不 輔 先 帝 注 望 之 意 亦 使 世 世 子 孫 享 其 禄 位	Ta còn ít tuổi cố gượng nối ngôi các khanh nên bền mãi một lòng giúp đỡ nhà vua không những để không phụ lòng tiên đế chú ý trông mong mà còn để con cháu các khanh đời đời hưởng lộc vị	
群 臣 皆 拜 賀 慟 哭	Các quan đều lạy mừng và thương khóc	
使 内 人 杜 善 舍 人 蒲 崇 以 其 事 告 崇 賢 侯	Sai nội nhân là Đỗ Thiện xá nhân là Bồ Sùng đem việc ấy báo với Sùng Hiền hầu	
詔 天 夏 諸 鄕 邑 各 依 本 業 如 故 毋 得 藏 匿 迯 亡 盗 賊 及 鬪 敺 殺 人 者	Xuống chiếu cho các hương ấp trong nước đều yên nghiệp như cũ không được chứa giấu giặc cướp trốn tránh và những kẻ đánh nhau giết người	
壬 午 群 臣 上 表 殯 于 壼 天 殿	Ngày Nhâm Ngọ các quan dâng biểu xin quàn linh cữu ở điện Hồ Thiên	
癸 未 群 臣 受 䘮 服 于 永 平 各 外	Ngày Quý Mùi các quan mặc áo trở ở ngoài gác Vĩnh Bình	
甲 申 群 臣 上 表 請 御 正 殿	Ngày Giáp Thân các quan dâng biểu xin vua ngự chính diện	
乙 酉 始 御 天 安 殿 視 朝	Ngày Ất Dậu vua bắt đầu ngự điện Thiên An coi chầu	
