cn,vi
官场如同戏笑我如同痴呆进入座位暂且听三叠曲：明月在天灯在市场上打开酒杯共醉万家春。,"Làm quan như kịch lại như mê, hãy đến rạp đây nghe hát đã;
Trăng tỏ trên không chợ thêm đèn, nâng chén rượu say vạn nhà xuân."
书法不能完全效法古代文章重要的是能够通晓现代。,"Thư pháp chẳng nên toan nệ cổ;
Văn chương trọng ở hiểu đời nay."
道本先于天用精妙的阴阳医是易的易功高良相传用药制成兵器。,"Đạo vốn tiên thiên, khéo dùng âm dương, y gốc Dịch;
Công cao tướng giỏi, vào nơi trận đức, thuốc là quân."
文章重视九华推崇上品名扬千里著有仁德的风范。,"Văn quý Cửu hoa (phú Cửu hoa, Nguỵ), khen của tốt;
Danh nêu nghìn dặm, tỏ giói nhân."
绿色青色依旧颜色黄色白色拜新年。,"Biếc xanh vẫn như cũ;
Vàng trắng bái tân niên."
品性好像梅花香味在骨髓上人就像秋水玉一样美好。,"Phẩm hạnh giống mai hoa thơm cốt cách;
Con người như thu thủy quý tinh thần."
山青水秀都成画鸟语花香自然是诗。,"Non xanh nước biếc thành tranh vẽ;
Chim hót hoa thơm tự nên thơ."
阳光照耀宇宇普照普世人情。,"Toàn cầu ánh dương sáng;
Chiếu đã khắp nhân gian."
利名都是梦中的梦富贵不胜闲。,"Danh lợi là ảo mộng;
Giàu sang chẳng bằng nhàn."
家学有渊源看到桂子望重桥门知艺苑目关世德花多锦兰孙妆崔梅韵信香也有文章。,"Nếp nhà học có nguồn, thấy con quế cửa cao vọng trọng, biết vườn đẹp trồng cây đức tốt
Hoa cài như gấm thêu, mừng cháu lan vẻ đẹp sắc mai, tin điểm trang cũng có văn chương."
活着就是人杰死了也是鬼雄。,"Sống làm người hào kiệt;
Chết cũng là quý hùng."
永结百年和谐静好宏开五代庆瑞昌盛。,"Trăm năm kết mối duyên hài đẹp.
Năm đời rộng mở chúc vinh xương."
平安竹长千年碧富贵花开一品红。,"Bình an trúc lớn nghìn năm biếc;
Phú quý nở hoa một đoá hồng."
宝珠金海通三界瑞气祥云满九天。,"Châu báu biển vàng, thông ba giới;
Khí tốt mây lành, khắp chín tầng."
水秀山青到此白云能醉客鸟啼花放须知缘竹也参禅。,"Nước biếc non xanh, đấy nơi mây trắng say lồng khách;
Chim kêu hoa nở, chốn này trúc biếc cũng tham thiền."
渊路列朝班优待爱护他的心愿同来辅佐河山隆国卷恩荣换世永承美德。,"Quan lại trải các triều ưu ái tâm này cùng đến giúp
Núi sông gom quốc thạnh nhiều đời mãi nối công"
调理佛慈悲修行积善圣贤广大福佑后来。,"Tụng phật từ bi nên tích thiện;
Thánh hiền quảng đại phúc về sau."
千村笑语千村果子一路春风一路花。,"Nghìn thôn cười nói nghìn thôn quả;
Một lối xuân về một lối hoa."
名山拟要寻找见闻录云海还有很多格致书。,"Chép nghe thấy núi non đề kiếm;
Viết điều hay trời biển còn nhiều."
我心里不能为此悲伤一个梦太凄凉。六十年来故国江山甘愿我抛弃上天究竟从什么地方询问同胞都是义烈三千里外的地方其他地方都是瘴气严重忍心给我仇敌。,"Lòng thương biết làm sao? một mộng quá buồn sầu, sáu chục năm nay, nước cũ non sông đành bỏ bạn;
Trời theo đâu mà hỏi? đồng bào đều nghĩa liệt, ngoài ba ngàn dặm, quê người lam chướng nợ thù nhà."
龙门旧列金章贵凤谷新迁乔木高。,"Long môn lệ cũ vẫn chương quý;
Oanh cốc đổi thay kiều mộc cao."
沧海静时无俗气白云深处有神仙。,"Lúc tĩnh biển xanh không khí tục;
Vùng sâu mây trắng có thần tiên."
天上果然有诗百粤山河今即古江远都可以扁一家兄弟将所神。,"Trên trời quả có thơ ngâm, non sông Bách Việt trước nay vẫn như thế;
Bờ sông đều có miếu, anh em một nhà, là tướng lại là thần."
灵山是万古的名庙进入凡俗出现圣明的光辉日日新鲜的颜色近说远来。,"Linh sơn muôn thuở danh am, vào phàm ra thánh;
Quang cảnh ngày giờ sắc mới, gần chuộng xa ưa."
庙宇千秋明祀典香灯百世事奉先灵。,"Miếu vũ ngàn năm sáng nghi lễ;
Đền hương trăm thuở cũng tiên linh."
两根柱子高高标记着鱼水前面听到三层浪浪双堤屹立蛇风后面绕过万重山。,"Hai cột dựng cao, trước ngư thủy dâng ba đợt sóng;
Hai đài đứng vững, sau xà phong vây vạn núi cao."
经过霜雪扫除不改岁寒心。,"Trải qua bao sương tuyết;
Lòng vẫn chẳng đổi thay."
京城里的菊花游琼夜间的花问和我一样欣赏文章的残局玉弃天外送君归。,"Kinh khuyết gặp nhau, cùng tôi thưởng vườn quỳnh hoa nở;
Văn chương hồi cuối, tiễn ông đi lâu ngọc cảnh tiên."
自从树哥哥的孙子福佑他能够见到造化之心。,"Trồng phúc cho con cháu;
Thấy lòng của đất trời."
亚雨周风新柱杵雄冈峻岭从前封尊。,"Mưa Á gió Âu nên cột mới;
Núi Hùng non Tản cỗi bờ xưa."
高怀广悟物理和平得到天真。,"Nghĩ cao thấy lý vật;
Ôn hòa được tính trời."
读书心存远志实践觉得真正的知识。,"Đọc sách lòng gửi chí xa;
Thực tiễn nhận ra thấy đúng."
金炉永留千年玉杯长开四季花。,"Lò vàng lưu mãi ngàn năm tạc;
Chén ngọc mở dài bốn quý hoa."
传播喜信万里如咫尺报答春风千乡如同邻邦。,"Đưa tin vui, muôn làng như gang tấc;
Báo xuân về, nghìn xã tưởng kề nhau."
浮生荣辱你能忘怀老人的美味我也尝尝。,"Cuộc đời vinh nhục ông đừng nhớ;
Già nếm mặn cay tôi đã từng."
万众同心协力共同献策百花齐放共争春。,"Quần chúng một lòng chung hiến kế;
Trăm hoa đua nở góp thêm xuân."
仙容蓝田欣种玉月娥金屋警鸣鸡。,"Chốn lam điền Tiên Dung gieo ngọc
Nơi nhà vàng Nguyệt Nga nhắc gà."
水绕花回西湖钟声秀龙朝凤舞北关恩光。,"Nước ấm, hoa ôm, Hồ Tây hun về đẹp;
Rồng chầu, phượng múa, Cửa Bắc dưỡm ân soi."
越国英雄兴道率领藤江大破敌寇元兵。,"Anh hùng nước Việt Trần Hưng Đạo;
Đại phá giặc Nguyên giải Bạch Đằng."
著书惊天短舞墨伴星稀。,"Viết sách sợ ngày ngắn;
Múa bút bạn sao khuya."
花连酒客容先醉柳向诗人眼倍添情。,"Hoa bên khách rượu, mặt trước đỏ;
Liễu cạnh nhà thơ, mắt gợi tình."
鸟语花香仲春一幅天然画宾客欢喜主人欢乐嘉客满堂锦上花。,"Chim hót, hoa hương, một bức thiên nhiên xuân vẽ
Khách vui, chủ sướng đầy nhà rực rỡ gấm hoa."
清净无尘地慈悲不昧天。,"Đất thanh tịnh không bụi;
Trời từ bi chẳng hay."
日暖华堂生出紫燕春来玉树发出青枝。,"Ngày ấm nhà hoa về yến quý;
Xuân về cây ngọc nẩy cành xanh."
万里之外连情乡国一书长系故人情。,"Muôn dặm xa, mơ về cố quốc;
Một thư dài, nhớ mãi tình xưa."
天应地灵龙栖村神扶佛度锦降村。,"Chùa Long Kiểu trời ứng đất linh;
Thôn Cẩm Đội thần phù Phật độ."
没有说先立意思没有补充已经产生了风气。,"Chưa nói ý trước lập;
Chưa gọi gió đã sinh."
春风春雨春光好新栽新栽新年新事多。,"Gió xuân mưa xuân ánh xuân tốt;
Ngày mới năm mới việc mới nhiều."
正要联合一气成为地球没有什么可说的合并没有什么可说的离开管教地下人间总是依然灯前剑影枕畔鸡声得意了都忘了了。我姑且想在天国引导众生有所作为必有所作为如果凭借天龄佛力必须看尘里欧云毫端美雨牧场哪又计较东西？,"Cũng toan liều một mạch làm địa cầu, không gì là hợp, cũng không gì là ly, khiến cho dưới đất giữa người, đều y nhiên trước đèn bóng kiếm, bên gối tiếng gà, khi đắc ý lại quên mày tớ;
Lại muốn dẫn chúng sinh lên thiên quốc, đã làm ra nhân ắt sẽ làm ra quả, dựa ở oai trời sức Phật, tất phải thấy trong bụi mây Âu, đầu tia mưa Mỹ, trường chăn chi sá kể đông tây."
修业勤奋为贵行文志必高。,"Chăm lo học để mong thành đạt;
Mài mực ghi văn chí hướng cao."
世间的清品到了兰花最高的品格贤人的虚心与竹子一样。,"Thế gian phẩm hạnh lan tột bậc;
Hiền giả vọng hoài trúc tương đồng."
梅竹平安春意满满春萱并茂寿源长。,"Mai trúc vui xuân đều mãn ý;
Xoan huyên hưởng thọ thoả dài nguồn."
聚集吉庆在德门大登科小登科喜见名婚同济美好在天府振兴芳徽思恩进士每年进士行看永远腾辉。,"Họp chúc mừng nơi cửa đức, đại đăng khoa tiểu đăng khoa, mừng thấy cả hai đều tốt đẹp.
Rạng danh thơm chốn phủ đệ, ân tiến sỹ tuế tiến sỹ, thử xem mũ áo mãi huy hoàng."
因为善于读书得到安乐法沧花种竹生出欢喜之心。,"Làm thiện đọc sách sẽ được yên vui;
Tưới hoa trồng trúc trong lòng hoan hỷ."
盖世勋名传于国史历朝皇帝下令赠显灵祠。,"Trùm đời danh tiếng lưu sử nước;
Trải triều sắc tặng tổ đền thiêng."
把杯洗胸神骨健壮吟诗入醉梦魂香。,"Rửa bụng nâng ly, gân cốt mạnh;
Ngâm thơ say ngã, mộng hồn hương."
万顷波光怀疑是镜子一点痕迹月色宛如弓弓。,"Muôn dặm sóng long lanh nhìn tựa kính;
Một vầng trăng ánh bạc uốn như cung."
普鼓朝钟唤醒尘世的客人名利客法幢佛号引回苦海梦觉人。,"Chuông sớm trống chiều gọi khách lợi danh trần ai tỉnh lại;
Tiếng kinh câu kệ đưa người mê mộng khổ hải quay về."
做事能够知道满足心里常常保持人到达无所求品格自然高。,"Việc hay biết đủ lòng thanh thản
Người đến không cầu phẩm tự cao"
十月偏如春天气候温暖三个秋天气候温暖雅似夜光寒冷。,"Tháng mười mà như xuân ấm áp;
Mùa thu vẫn quý cái lạnh đêm."
学问多自虚心得到风物长久应该放眼观察。,"Học vấn thường do lo lắng được;
Phong vật nên hay rộng mắt xem."
春酒香芹酒绿色星彩灿烂光彩灿烂。,"Rượu xuân hương nổi, rượu cần xanh.
Sao văn rực rỡ, sao cực sáng."
蛾眉好试生花笔泮沼欣逢佐读人。,"Mày ngài thi giỏi bút sinh hoa.
Hồ nước gặp may người giúp đọc."
水中楼阁浮青岛天上笙歌绕碧城。,"Nổi đảo xanh lâu đài trong nước;
Vang thành biếc đàn hát vang trời."
喜爱面貌爱惜才能尤其喜爱志向知人知人知人知人知面更知心。,"Yêu vẻ, yêu tài, càng yêu chí
Biết người, biết mặt, lại biết lòng."
天庭降灵三奇云盖仙乡留花典南越预先取名四不古。,"Trời ba lần thăng giáng chốn thiên đình, Vân Cát tiên hương ghi lịch sử;
Được dự bậc tứ bất tử nước Nam, Cổ Lương thăng địa dựng đền cao."
道学自然通达上下进身的情况在于文章。,"Học đạo ắt tinh thông trên dưới;
Tiến thân há cậy ở văn chương."
石径有尘埃风自扫禅阁没有锁月常常来临。,"Lối đá bụi vương, gió tự quét
Cửa thiền không khóa trăng thường soi"
江心有岛留明月世外无人问落花。,"Lòng sông ghềnh nối lưu trăng sáng
Cõi thế đâu người hỏi rụng hoa"
陈舍范家天圣云黎氏地生神。,"Nhà Trần, Phạm tộc, trời khai thánh;
Làng Vân, Lê tộc, đất sinh thần."
两姓联姻成大礼百年偕老岳长春。,"Hai họ thông gia thành lễ lớn
Trăm năm lên lão kéo dài xuân."
法雨广施万木昆虫法利益身云遍布虚空世界放出光明。,"Mưa phép thấm đều, vạn mộc côn trùng đều hưởng lợi;
Phật thân biến hoá, hư không thế giới sáng muôn màu."
大地神灵广授文明时运花堂瑞气广开富有福佑门庭。,"Đất rộng đức khí thiêng, tạo dựng vận minh thời vận;
Chùa linh sinh điềm tốt, hoằng khai phú quý môn đình."
众圣共同推尊极乐净光真教主诸位佛共同赞颂仰慕莲花台藏大欲尊。,"Các Thánh thầy suy tôn, Cực Lạc sáng trong chân giáo chủ;
Chư Phật đều tin tưởng, Liên Hoa hàm chứa đại từ bi."
夕阳桂榭专门作诗春水兰舟载酒人。,"Chiều buông mái quế tìm thi sĩ;
Nước lộng thuyền lan chở khách say."
春风十年交情旧夜雨三秋别恨多。,"Gió xuân thập tải giao tình cũ
Mưa tối tam thu biệt hận nhiều."
邦杰死后百身终不能赎回好是文明初度星火燎原誓将百炼千磨铸造江山光前闪后国魂还在吗？一哭竟没有声音哀哉我在牧场仰天吞弓所希望的人同心同德有叔有弟有朋友虽死犹生。,"Hào kiệt mất rồi, trăm mình khôn chuộc lại, tiếc nỗi văn minh buổi mới, chút lửa cháy đồng, thề rằng trăm luyện ngàn tôi, đúc thời, đúc thế, đúc non sông, trước sau rạng rỡ;
Quốc hồn đâu tá, một tiếng thét không ra, thương thay trường mục đắng cay, nhìn trời nuốt đạn, ước những đồng tâm, đồng đức, còn chú còn em, còn bạn hữu, sống chết như nhau."
花开春富贵竹报岁吉祥。,"Hoa nở cho xuân đẹp;
Trúc báo để năm vui."
心如竹子全都是空的是非何处落脚呢？心与山俱静忧喜无从挂眉。,"Lòng như trúc rỗng không, phải trái chỗ đâu mà bám;
Ý với núi đều tĩnh, buồn vui không đọng trên mi."
烟景充满前方供给妙墨芳洲随处引领清游。,"Khói tỏa khắp nơi là mực vẽ;
Bãi thơm từng chốn dẫn giòng trong."
壮丽的山河多有奇异的彩色文明的国家遍及高风。,"Sắc thái non sông bao trắng lệ;
Thời phong đất nước thật văn minh."
读万卷书还必须走万里路李德裕百年寿何如作百世老师呢？,"Đọc sách vạn quyển, vẫn phải đi đường vạn dặm;
Hưởng thọ trăm năm, sao bằng làm thầy trăm đời."
窗间的树色连山清净门外的山光映水明亮。,"Bên song cây cối liền non vắng;
Ngoài cửa ánh chiếu duợm nước trong."
黄门的桃李多有珍贵的味道我的县里的文章特别有才华。,"Đào mận Hoàng môn nhiều vị quý;
Văn chương Ngô huyện lắm tài năng."
不厌湖上月亮完全在水中央。,"Chẳng chán trăng trên hồ;
Vần như giữa làn nước."
天气平和更换事情久了心神空旷得到春天多。,"Khí bình làm việc lâu;
Lòng thoáng thấy vui nhiều."
翠浪映碧空万歌燕舞白云缭绕青壑柳绿桃红。,"Sóng biếc ánh trời xanh, oanh ca yến múa;
Mây trắng trùm vực thẳm, liễu thắm đào hồng."
登上南方天地建立功勋关隘住宅秦朝西土江山世人想念皇风。,"Trời đất cõi Nam đây thực vốn công nhà vua cả;
Núi sông tây giới nghĩ duy kế thể đức tiên hoàng."
